,Date,Time,Wellside Pressure,Measured Density,Slurry Rate,Pump Time
329,9/10/2020,5:43:51,9091.963476,0.0,66.41489399999999,5.483333333333333
330,9/10/2020,5:43:52,9072.032517000001,0.0,66.41489399999999,5.5
331,9/10/2020,5:43:53,9078.497757,0.0,66.41489399999999,5.516666666666667
332,9/10/2020,5:43:54,9051.534666,0.0,66.36279300000001,5.533333333333333
333,9/10/2020,5:43:55,9037.114452,0.0,66.28466,5.55
334,9/10/2020,5:43:56,9026.50518,0.0,66.310715,5.566666666666666
335,9/10/2020,5:43:57,9016.272072,0.0,66.36279300000001,5.583333333333333
336,9/10/2020,5:43:58,8995.454297100001,0.0,66.493027,5.6
337,9/10/2020,5:43:59,8993.2570308,0.0,66.571167,5.616666666666666
338,9/10/2020,5:44:00,8963.9859375,0.0,66.571167,5.633333333333334
339,9/10/2020,5:44:01,8957.5760745,0.0,66.623245,5.65
340,9/10/2020,5:44:02,8933.5467774,0.0,66.805565,5.666666666666667
341,9/10/2020,5:44:03,8935.8846678,0.0,66.727432,5.683333333333334
342,9/10/2020,5:44:04,8914.927148100001,0.0,66.67533900000001,5.7
343,9/10/2020,5:44:05,8909.5412106,0.0,66.805565,5.716666666666667
344,9/10/2020,5:44:06,8890.6860351,0.0,66.857658,5.733333333333333
345,9/10/2020,5:44:07,8873.513964900001,0.0,66.727432,5.75
346,9/10/2020,5:44:08,8838.1081053,0.0,66.75347099999999,5.766666666666667
347,9/10/2020,5:44:09,8822.308007700001,0.0,66.75347099999999,5.783333333333333
348,9/10/2020,5:44:10,8807.5063476,0.0,66.805565,5.8
349,9/10/2020,5:44:11,8789.0985351,0.0,66.805565,5.816666666666666
350,9/10/2020,5:44:12,8770.4780274,0.0,66.75347099999999,5.833333333333333
351,9/10/2020,5:44:13,8754.2586918,0.0,66.59719799999999,5.85
352,9/10/2020,5:44:14,8747.1597654,0.0,66.649292,5.866666666666666
353,9/10/2020,5:44:15,8723.6059572,0.0,67.17018900000001,5.883333333333334
354,9/10/2020,5:44:16,8717.2681644,0.0,67.092056,5.9
